,,50 A WEEK,,,,,Weekly Demand:,125,,Batch size in days:,3,,,,,,,,,,,,,,,,,,
,Model:,Operator:,Station:,Cart:,Bin:,Step:,Component:,Quantity:,Process route:,Image:,Widht:,Depth:,Height:,in3:,Storage:,Bin model:,Bin capacity:,Batch size:,Days of stock:,Required bins,Bin location:,Assembled using:,Tool used to assemble:,,,,,,
,ASY-03128-24;A0,1,1,C1-B1-PB1-WS#1,,1,MTL-02321-01;A0,1,LSR - BRK,,17,0.6,0.8,8.16,Bin,1,205,100,4,0.4878048780487805,,Place in fixture,Manually,,Type:,Part numbers assignment,Carts needed:,Cart dimensions:,Space used:
,ASY-03128-24;A0,1,1,C5-B2-PB5-WS#1,,2,ASY-05258-01;A0,1,TURR - BRK - PEM,,21,18.6,0.7,273.42,Bin,2,40,80,3.2,2,,SK41H x6,Rivet gun,,Cart,4,,,
,ASY-03128-24;A0,1,1,C1-B1-PB1-WS#1,,3,GSKT-00352,1,BUY,,10,0.5,0.5,2.5,Bin,1,668,100,4,0.1497005988023952,,"Stick onto
 ASY-05258-01;A0",Manually,,Bin 1,82,13.5,2.1' x 4.6',
,ASY-03128-24;A0,1,1,C1-B1-PB1-WS#1,,3,GSKT-00353,1,BUY,,10.5,0.5,0.5,2.625,Bin,1,637,100,4,0.15698587127158556,,"Stick onto
 ASY-05258-01;A0",Manually,,Bin 2,36,26.5,2.1' x 4.6',"9 x 3 Array
18.9' x 13.8'"
,ASY-03128-24;A0,1,1,C1-B1-PB1-WS#1,,4,MTL-02217-01;A0,1,TURR - BRK,,15.7,1.5,1.2,28.259999999999994,Bin,1,60,120,4.8,2,,SK41H x14,Rivet gun,,,,,,
,ASY-03128-24;A0,1,1,C6-B2-PB6-WS#1,,4,ASY-05257-01;A0,1,TURR - BRK - PEM,,21,17.5,1.2,441,Bin,2,25,50,2,2,,"Assembled to 
MTL-02217-01;A0",Rivet gun,,Bin,Bin ID,Outter dim,Inner dim,Inner vol
,ASY-03128-24;A0,1,2,C7-B2-PB7-WS#2,,5,ASY-05277-02;A0,1,TURR - BRK - PEM,,22.8,17.2,0.8,313.728,Bin,2,35,70,2.8,2,,SK41H x14,Rivet gun,,42185T92,1,11 x 23.87 x 10,9.4 x 18.7 x 9.5,1669.91
,ASY-03128-24;A0,1,2,C2-B1-PB2-WS#2,,6,MTL-02324-02;A0,1,TURR - BRK,,16.1,1.2,0.4,7.728000000000001,Bin,1,217,100,4,0.4608294930875576,,SK41H x9,Rivet gun,,	28765T78,2,23.87 x 35.87 x 17.5,22.4 x 28.3 x 17.2,10780.125
,ASY-03128-24;A0,1,2,C2-B1-PB2-WS#2,,6,MTL-02214-01;A1,1,LSR - BRK - OSP,,17,1.4,0.4,9.52,Bin,1,176,100,4,0.5681818181818182,,"Assembled to
MTL-02324-02;A0",Rivet gun,,,,,,
,ASY-03128-24;A0,1,1,C1-B1-PB1-WS#1,,9,MTL-02216-03;A0,1,LSR - BRK,,16.9,1.3,0.4,8.788,Bin,1,191,100,4,0.5235602094240838,,SK41H x11,Rivet gun,,,,,,
,ASY-03128-24;A0,1,1,C4-B2-PB4-WS#1,,9,ASY-05299-02;A0,1,TURR - BRK - PEM,,17.9,17.2,0.4,123.15199999999999,Bin,2,88,89,3.56,1.0113636363636365,,"Assembled to 
MTL-02216-03;A0",Rivet gun,,,,,,
,ASY-03128-24;A0,1,2,C2-B1-PB2-WS#2,,11,H FAS-00525,6,BUY,,3,0.5,0.5,0.75,Bin,1,2227,600,4,0.2694207453973956,,"Assembled into
ASY-05275-01;A0",Manually,,,,,,
,ASY-03128-24;A0,2,3,C8-B1-PB8,,12,MTL-02215-02;A1,1,LSR - BRK - OSP,,17,1.5,0.4,10.200000000000001,Bin,1,164,100,4,0.6097560975609756,,"Assembled to
ASY-05299-02;A0
SK41H x25",Rivet gun,,,,,,
,ASY-03128-24;A0,2,3,C8-B1-PB8,,13,MECH-02707-01;B0,1,BUY,,10.5,0.5,0.5,2.625,Bin,1,637,100,4,0.15698587127158556,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,2,3,C8-B1-PB8,,14,A MECH-02688-02,1,BUY,,6,1.5,0.75,6.75,Bin,1,248,100,4,0.4032258064516129,,Assembled into part,Manually,,,,,,
,ASY-03128-24;A0,2,3,C8-B1-PB8,,15,A MECH-02687-02,5,BUY,,6.75,1.25,0.375,3.1640625,Bin,1,528,345,2.76,0.6534090909090909,,Assembled into part,Manually,,,,,,
,ASY-03128-24;A0,2,3,C8-B1-PB8,,16,ASY-03668-01;A0,1,TURR - BRK - PEM,,12.3,0.5,0.5,3.075,Bin,1,544,100,4,0.18382352941176472,,Place in fixture,Manually,,,,,,
,ASY-03128-24;A0,2,3,C9-B2-PB9,,17,MTL-02352-04;A0,1,TURR - BRK,,16.7,14.2,0.5,118.57,Bin,2,91,92,3.68,1.010989010989011,,"Aassembled to
ASY-03668-01;A0
SK41H 5x",Rivet gun,,,,,,
,ASY-03128-24;A0,2,3,C9-B2-PB9,,19,ASY-04181-02;A0,1,TURR - BRK - PEM,,17.1,3.4,3.1,180.234,Bin,2,60,61,2.44,1.0166666666666666,,SK41H x16,Rivet gun,,,,,,
,ASY-03128-24;A0,2,3,C10-B2-PB10,,21,ASY-03157-02;A0,1,TURR - BRK - PEM,,17.2,6.1,4.8,503.61599999999993,Bin,2,22,44,1.76,2,,SK41H x21,Rivet gun,,,,,,
,ASY-03128-24;A0,2,3,C8-B1-PB8,,22,A LBL-00829-03;B0,1,BUY,,10,6,0.1,6,Bin,1,279,100,4,0.35842293906810035,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,3,5,C15-B1-PB15,,23,MTL-02239-01;A0,1,TURR - BRK,,13.6,1.8,0.5,12.24,Bin,1,137,100,4,0.7299270072992701,,"Assemble to
 ASY-03145-02;A0",Manually,,,,,,
,ASY-03128-24;A0,3,5,C15-B1-PB15,,23,ASY-03145-02;A0,1,TURR - BRK - PEM,,13.7,1.8,0.8,19.728,Bin,1,85,85,3.4,1,,SK41H 2x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,5,C17-B2-PB17,,24,MTL-02237-04;A0,1,TURR - BRK,,17.1,13.7,0.5,117.135,Bin,2,93,90,3.6,0.967741935483871,,SK41H x7,Rivet gun,,,,,,
,ASY-03128-24;A0,3,6,C18-B2-PB18,,25,"B ASY-05269-03;B0
(FRAME)",1,BUY,,23,17.5,1,402.5,Bin,2,27,54,2.16,2,,fas-00391 X7,Rivet gun,,,,,,
,ASY-03128-24;A0,3,5,C15-B1-PB15,,26,MTL-02434-01;A0,1,LSR - BRK,,17,0.7,0.8,9.52,Bin,1,176,100,4,0.5681818181818182,,"Assemble to 
MTL-02236-04;A0",Rivet gun,,,,,,
,ASY-03128-24;A0,3,5,C17-B2-PB17,,26,MTL-02236-04;A0,1,TURR - BRK,,17,13.7,0.5,116.44999999999999,Bin,2,93,94,3.76,1.010752688172043,,SK41H x6,Rivet gun,,,,,,
,ASY-03128-24;A0,3,6,C15-B1-PB15,,29,ASY-03135-03;A0,1,TURR - BRK - PEM,,17.1,3.1,0.4,21.204000000000004,Bin,1,79,79,3.16,1,,SK41H 13x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,6,C15-B1-PB15,,30,MTL-02212-01;A0,2,LSR,,1.2,0.9,0.04,0.0432,Bin,1,38656,200,4,0.005173841059602649,,SK41H 4x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,5,C19-B2-PB19,,31,MTL-02220-03;A0,1,TURR - BRK,,17.1,13.2,1.9,428.868,Bin,2,26,52,2.08,2,,SK41H 12x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,6,C15-B1-PB15,,32,MTL-03697-01;A0,1,LSR - BRK,,16.2,3.7,0.8,47.952,Bin,1,100,100,4,1,,SK41H 6x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,5,C20-B2-PB20,,33,ASY-03139-03;A0,1,TURR - BRK - PEM,,17.1,14.4,0.8,196.99200000000005,Bin,2,55,100,4,1.8181818181818181,,SK41H 8x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,6,C16-B1-PB16,,35,MTL-02738-01;A0,1,TURR - BRK,,16.3,1.2,0.6,11.735999999999999,Bin,1,143,93,3.72,0.6503496503496503,,SK41H 5x,Rivet gun,,,,,,
,ASY-03128-24;A0,3,6,C16-B1-PB16,,36,A GSKT-00349,2,BUY,,17,0.5,0.2,1.7000000000000002,Bin,1,983,200,4,0.2034587995930824,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,3,5,C16-B1-PB16,,37,ASY-04776-01;B0,1,,,2.5,1,0.1,0.25,Bin,1,6680,100,4,0.014970059880239521,,"FAS-00532
15 in/lbs",Atornillador,,,,,,
,ASY-03128-24;A0,3,5,C16-B1-PB16,,37,A MECH-01754-04,18,BUY,,1.2,0.7,0.6,0.504,Bin,1,3314,1800,4,0.5431502715751357,,"Assembled to
ASY-04776-01;B0",Manually,,,,,,
,ASY-03128-24;A0,3,5,C16-B1-PB16,,39,A CBL-00408-05;B0,1,BUY,,5,0.7,0.3,1.05,Bin,1,1591,100,4,0.06285355122564425,,"FAS-00381 x4
FAS-00380 x4","Atornillador
40 in/lbs",,,,,,
,ASY-03128-24;A0,3,5,,,39,A ASY-03229-07;C0,1,BUY,,Pending,-,-,-,Cart,,,,,,,-,-,,,,,,
,ASY-03128-24;A0,3,5,C16-B1-PB16,,41,A MECH-02689-01;B,1,BUY,,5,0.5,0.2,0.5,Bin,1,3340,100,4,0.029940119760479042,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,4,8,C23-B1-PB23,,44,A MECH-01200-02,1,BUY,,5,0.5,0.2,0.5,Bin,1,3340,100,4,0.029940119760479042,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,4,8,C24-B2-PB24,,45,ASY-03152-06;A0,1,TURR - BRK - PEM,,27,22,0.4,237.60000000000002,Bin,2,46,92,3.68,2,,"SK41H 80x
MECH-01196-03","Rivet gun
Aatornillador
15 in/lbs",,,,,,
,ASY-03128-24;A0,2,4,C-14-B1-PB14,,46,MTL-02254-02;A1,2,TURR - BRK,,17.1,1.8,0.7,21.546000000000003,Bin,1,78,200,4,2.5641025641025643,,Place in fixture,Manually,,,,,,
,ASY-03128-24;A0,2,4,C-14-B1-PB14,,47,ASY-03143-06;A0,1,TURR - BRK - PEM,,17.1,14.3,0.4,97.81200000000001,Bin,2,111,100,4,0.9009009009009009,,SK41H x20,Rivet gun,,,,,,
,ASY-03128-24;A0,3,7,C21-B1-PB21,,51,MTL-02226-02;A0,1,LSR - BRK,,17,0.7,0.8,9.52,Bin,1,176,100,4,0.5681818181818182,,Place onto part,Manually,,,,,,
,ASY-03128-24;A0,3,7,C22-B2-PB22,,51,ASY-05272-01;A0,1,TURR - PEM - BRK,,18.9,15.3,0.5,144.585,Bin,2,75,76,3.04,1.0133333333333334,,SK41H x4,Rivet gun,,,,,,
,ASY-03128-24;A0,3,7,C22-B2-PB22,,52,MTL-03975-01;A1,1,TURR - BRK,,18.9,15.3,0.4,115.668,Bin,2,94,94,3.76,1,,SK41H x22,Rivet gun,,,,,,
,ASY-03128-24;A0,3,7,C21-B1-PB21,,53,A GSKT-00349,1,,,17,0.5,0.2,1.7000000000000002,Bin,1,983,100,4,0.1017293997965412,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,4,8,C25-B2-PB25,,55,ASY-04756-04;A0,1,TURR - BRK - PEM,,27.5,13.4,1,368.5,Bin,2,30,60,2.4,2,,"SK41H x41
SK42H x10",Rivet gun,,,,,,
,ASY-03128-24;A0,4,8,C26-B2-PB26,,56,ASY-03156-03;A0,1,TURR - BRK - PEM,,17.1,13.4,0.5,114.57000000000001,Bin,2,95,95,3.8,1,,SK41H x9,Rivet gun,,,,,,
,ASY-03128-24;A0,4,8,C26-B2-PB26,,57,ASY-03136-03;A0,1,TURR - BRK - PEM,,17.3,15,0.4,103.80000000000001,Bin,2,104,100,4,0.9615384615384616,,SK41H x26,Rivet gun,,,,,,
,ASY-03128-24;A0,4,8,C27-B2-PB27,,58,ASY-03137-03;A0,1,TURR - BRK - PEM,,18.3,17.2,1.2,377.712,Bin,2,29,58,2.32,2,,SK41H x36,Rivet gun,,,,,,
,ASY-03128-24;A0,4,8,,,59,MTL-02213-05;A0,1,TURR - BRK,,35.8,27.5,0.8,787.5999999999999,Cart,,,,,,,"SK41H x44
SKK3030PT x23
SK42H x24",Rivet gun,,,,,,
,ASY-03128-24;A0,5,9,C28-B1-PB28,,60,MTL-02218-01;B0,1,TURR - OSP,,21,0.7,0.1,1.47,Bin,1,1136,100,4,0.0880281690140845,,FAS-05905,"Atornillador
6 in/lb",,,,,,
,ASY-03128-24;A0,5,9,C28-B1-PB28,,61,A MECH-01754-04,8,BUY,,1.2,0.7,0.6,0.504,Bin,1,3314,800,4,0.24140012070006034,,"FAS-00532
15 in/lbs",Atornillador,,,,,,
,ASY-03128-24;A0,5,9,C28-B1-PB28,,62,A MECH-01253-01,1,BUY,,4,0.5,0.1,0.2,Bin,1,8350,100,4,0.011976047904191617,,Stick onto part,Manually,,,,,,
,ASY-03128-24;A0,5,9,C29-B2-PB29,,63,ASY-03153-05;A0,1,TURR - BRK - PEM,,27,22,0.4,237.60000000000002,Bin,2,46,92,3.68,2,,SK41H x99,Rivet gun,,,,,,
,ASY-03128-24;A0,5,9,C30-B2-PB30,,64,ASY-04757-04;A0,1,TURR - BRK - PEM,,27.5,13.4,0.9,331.65000000000003,Bin,2,33,66,2.64,2,,"SK41H x51
SK42H x10",Rivet gun,,,,,,
,ASY-03128-24;A0,5,9,,,65,MTL-02247-05;A0,1,TURR - BRK,,35.8,27.4,0.8,784.7359999999999,Cart,,,,,,,"SK41H x44
SKK3030PT x27
SK42H x24",Rivet gun,,,,,,
,ASY-03128-24;A0,5,9,C28-B1-PB28,,66,MTL-02322-03;B0,1,TURR - OSP,,21,0.7,0.1,1.47,Bin,1,1136,100,4,0.0880281690140845,,FAS-05905 x2,"Atornillador
6 in/lb",,,,,,
,ASY-03128-24;A0,5,9,C28-B1-PB28,,67,A MECH-01754-04,9,BUY,,1.2,0.7,0.6,0.504,Bin,1,3314,900,4,0.27157513578756787,,"FAS-00532
15 in/lbs",Atornillador,,,,,,
,ASY-03131-08;C0,6,10,C31-B2-PB31,,1,ASY-03185-02;A0,3,,,17.1,1.4,0.9,21.546000000000003,Bin,2,501,300,4,0.5988023952095808,,Place in fixture,Manually,,,,,,
,ASY-03131-08;C0,6,10,C31-B2-PB31,,1,ASY-04183-01;A0,1,,,17.1,1.7,0.9,26.163,Bin,2,413,100,4,0.24213075060532688,,Place in fixture,Manually,,,,,,
,ASY-03131-08;C0,6,10,C32-B2-PB32,,2,ASY-03184-05;A0,1,,,24.4,17,1.7,705.1599999999999,Bin,2,26,52,2.08,2,,"Place in fixture
SK41H x58",Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C33-B2-PB33,,4,MTL-02258-06;A0,10,,,24.7,1.6,0.1,3.9520000000000004,Bin,2,2728,1250,5,0.45821114369501464,,SK3025PT x2,Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C34-B2-PB34,,6,ASY-03187-07;A0,1,,,28,17,1.7,809.1999999999999,Bin,2,28,56,2.24,2,,SK3030PT x4,Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C35-B1-PB35,,7,MTL-02368-02;A0,1,,,1.8,0.6,0.1,0.10800000000000001,Bin,1,15463,100,4,0.006467050378322447,,SK3025PT x2,Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C35-B1-PB35,,8,MTL-03292-01;A0,2,,,15.1,0.6,0.3,2.7179999999999995,Bin,1,615,200,4,0.3252032520325203,,SK3030PT x12,Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C35-B1-PB35,,9,B MTL-03296-02;B0,12,BUY,,2,0.5,0.5,0.5,Bin,1,3340,1200,4,0.3592814371257485,,FAS-00617,"Atornillador
6 in/lb",,,,,,
,ASY-03131-08;C0,6,10,,,12,ASY-03188-06;A0,1,,,29.1,17.1,3.4,1691.8740000000003,Cart,,,,,,,,,,,,,,
,ASY-03131-08;C0,6,10,C33-B2-PB33,,13,ASY-03189-05;A0,1,,,17.1,2,1.8,61.56000000000001,Bin,2,176,100,4,0.5681818181818182,,SK41H x4,Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C35-B1-PB35,,16,MTL-03292-01;A0,1,,,15.1,0.6,0.3,2.7179999999999995,Bin,1,615,100,4,0.16260162601626016,,SK3030PT x12,Rivet gun,,,,,,
,ASY-03131-08;C0,6,10,C35-B1-PB35,,17,MTL-02844-02;A0,2,,,0.75,3,0.75,1.6875,Bin,1,990,200,4,0.20202020202020202,,,,,,,,,
,ASY-03131-08;C0,6,10,C35-B1-PB35,,17,A MECH-01645-02A0,2,BUY,,0.5,0.5,1.5,0.375,Bin,1,4454,200,4,0.0449034575662326,,Assembly,Manually,,,,,,
,ASY-03278-05;A0,2,4,C11-B2-PB11,,1,MTL-02356-04;B0,4,,,6.8,5.2,1.4,49.504,Bin,2,218,400,4,1.834862385321101,,Place on fixture,Manually,,,,,,
,ASY-03278-05;A0,2,4,C-13-B1-PB13,,3,MTL-02357-02;A0,8,,,3.7,0.6,0.2,0.44400000000000006,Bin,1,3762,800,4,0.2126528442317916,,SK41H x4,Rivet gun,,,,,,
,ASY-03278-05;A0,2,4,C-13-B1-PB13,,4,MTL-02358-03;A3,8,,,1.5,0.6,0.1,0.09,Bin,1,18555,800,4,0.04311506332524926,,SK42H x4,Rivet gun,,,,,,
,ASY-03278-05;A0,2,4,C-13-B1-PB13,,5,"H FAS-00797
(SPRING)",4,BUY,,3,0.5,0.5,0.75,Bin,1,2227,400,4,0.1796138302649304,,Assembly,Manually,,,,,,
,ASY-03278-05;A0,2,4,C-13-B1-PB13,,6,MTL-02360-06;A0,4,,,1.8,1.2,0.1,0.21600000000000003,Bin,1,7732,400,4,0.05173305742369374,,Assembly,Manually,,,,,,
,ASY-03278-05;A0,2,4,C12-B2-PB12,,7-8,MTL-02362-04;B0,4,,,6.6,4.3,0.8,22.704,Bin,2,475,400,4,0.8421052631578947,,"Place on fixture
SK42H x2",Rivet gun,,,,,,
,ASY-03278-05;A0,2,4,C-13-B1-PB13,,9,MTL-02363-03;A0,4,,,3.5,1.1,0.4,1.5400000000000003,Bin,1,1085,400,4,0.3686635944700461,,SK42H x4,Rivet gun,,,,,,
,ASY-03278-05;A0,2,4,C12-B2-PB12,,10,H MECH-02436-01,4,BUY,,4,4,0.5,8,Bin,2,1348,400,4,0.29673590504451036,,Assembly,Manually,,,,,,
,ASY-08774-01;A0,,,,,1,A MECH-01883-01,2,BUY,,2,2,0.5,2,Bin,1,835,200,4,0.23952095808383234,,Assembly,Manually,,,,,,
,ASY-08774-01;A0,,,,,1,A MECH-02488-04A1,2,BUY,,2,2,0.5,2,Bin,1,835,200,4,0.23952095808383234,,Assembly,Manually,,,,,,
,ASY-04138-02,,,,,1,MECH-01827-01;B0,2,BUY,,0.5,0.5,0.5,0.125,Bin,1,13360,200,4,0.014970059880239521,,Assembly,Manually,,,,,,
,ASY-04138-02,,,,,1,A MECH-01820-02,2,,,5,3,0.5,7.5,Bin,1,200,2,0.04,0.01,,Assembly,Manually,,,,,,
,ASY-05275-01;A0,1,1,C3-B2-PB3-WS#1,,1,MTL-03976-01;B0,6,,,21,5.8,0.4,48.72,Bin,2,222,448,2.986666666666667,2.018018018018018,,Place on fixture,Manually,,,,,,
,ASY-05275-01;A0,1,1,C4-B2-PB4-WS#1,,2,MTL-03977-01;A0,6,,,20.6,2.5,0.2,10.3,Bin,2,1047,600,4,0.5730659025787965,,Place on fixture,Manually,,,,,,
,ASY-05275-01;A0,1,1,C1-B1-PB1-WS#1,,3 4 5 6,B MTL-03978-01;C0,12,,,10,0.2,0.2,0.4,Bin,1,4175,1200,4,0.2874251497005988,,Insert into assembly,Manually,,,,,,
,ASY-03727-27;A0,7,11,C36-B1-PB36,,1,A PCA-01083-05;A0,1,BUY,,6,8,0.5,24,Bin,1,70,46,1.84,0.6571428571428571,,,,,,,,,
,ASY-03727-27;A0,7,11,C36-B1-PB36,,1,A PCA-01084-02;A0,1,BUY,,8,2.5,0.5,10,Bin,1,167,100,4,0.5988023952095808,,,,,,,,,
,ASY-03727-27;A0,7,11,C36-B1-PB36,,1,A PCA-01086-03;A0,2,BUY,,8,2.5,0.5,10,Bin,1,167,100,2,0.5988023952095808,,,,,,,,,
,ASY-03727-27;A0,7,11,C36-B1-PB36,,1,A LBL-00849-02,1,BUY,,0.5,15,0.1,0.75,Bin,1,2227,100,4,0.0449034575662326,,,,,,,,,
,ASY-03727-27;A0,7,11,C37-B1-PB37,,5,ASY-03183-03;A0,1,,,15,1,0.5,7.5,Bin,1,223,100,4,0.4484304932735426,,,,,,,,,
,ASY-03727-27;A0,7,11,C36-B1-PB36,,6,A PCA-01305-03,2,,,2,1,0.1,0.2,Bin,1,8350,200,4,0.023952095808383235,,,,,,,,,
,ASY-03727-27;A0,7,11,C37-B1-PB37,,10,MTL-05286-01;A0,1,,,3.5,0.5,1.5,2.625,Bin,1,637,100,4,0.15698587127158556,,,,,,,,,
,ASY-03727-27;A0,7,11,C36-B1-PB36,,17,A MECH-03518-01,1,,,5,4,0.1,2,Bin,1,835,100,4,0.11976047904191617,,,,,,,,,
,ASY-03727-27;A0,7,11,C38-B2-PB38,,20,ASY-03138-03;A0,1,,,17.3,4.3,0.6,44.634,Bin,2,242,100,4,0.4132231404958678,,,,,,,,,
,ASY-03727-27;A0,7,11,C37-B1-PB37,,22,A MECH-01253-01,1,,,4,0.5,0.1,0.2,Bin,1,8350,100,4,0.011976047904191617,,,,,,,,,
,ASY-03727-27;A0,7,11,C37-B1-PB37,,22,ASY-03333-04;A0,1,,,4.4,1.5,0.5,3.3000000000000003,Bin,1,507,100,4,0.19723865877712032,,,,,,,,,
,ASY-03727-27;A0,7,11,C37-B1-PB37,,24,A LBL-00890-02,2,,,3,3,0.1,0.9,Bin,1,1856,200,4,0.10775862068965517,,,,,,,,,
,ASY-03727-27;A0,7,11,C37-B1-PB37,,24,ASY-03327-02;A0,2,,,4,2.1,0.8,6.720000000000001,Bin,1,249,163,3.26,0.6546184738955824,,,,,,,,,
,ASY-03727-27;A0,7,11,,,26,A ASY-03230-06;A0,1,,BUSBAR,,,,0,,,,,0,,,,,,,,,,
,ASY-03727-27;A0,7,11,,,26,ASY-03330-03;A0,2,,PENDING,,,,0,,,,,0,,,,,,,,,,
,ASY-03727-27;A0,7,11,C39-B1-PB39,,27,A CBL-00407-05;D0,1,BUY,,10,0.2,0.2,0.4,Bin,1,4175,100,4,0.023952095808383235,,,,,,,,,
,ASY-03727-27;A0,7,11,C39-B1-PB39,,32,A CT4BK18-C,1,BUY,,10,0.2,0.2,0.4,Bin,1,4175,100,4,0.023952095808383235,,,,,,,,,
,ASY-03727-27;A0,8,12,,,33,A ASY-03248-06;A0,1,BUY,BUSBAR,,,,0,,,,,0,,,,,,,,,,
,ASY-03727-27;A0,8,12,C40-B2-PB40,,34,ASY-04184-02;A0,2,,,8.9,2.8,2.2,54.824,Bin,2,197,199,3.98,1.0101522842639594,,,,,,,,,
,ASY-03727-27;A0,8,12,C40-B2-PB40,,37,ASY-03158-05;A0,1,,,18.4,17.3,0.5,159.16,Bin,2,68,69,2.76,1.0147058823529411,,,,,,,,,
,ASY-03727-27;A0,8,12,C39-B1-PB39,,40,A MECH-01540-06A0,1,BUY,,3,1.25,1,3.75,Bin,1,446,100,4,0.2242152466367713,,,,,,,,,
,ASY-03727-27;A0,8,12,C39-B1-PB39,,40,A MECH-01566-05A0,1,BUY,,6,1.25,1,7.5,Bin,1,223,100,4,0.4484304932735426,,,,,,,,,
,ASY-03727-27;A0,8,12,C39-B1-PB39,,41,A MECH-01563-05A0,1,BUY,,1.25,1.25,1,1.5625,Bin,1,1069,100,4,0.09354536950420954,,,,,,,,,
,ASY-03727-27;A0,8,12,C39-B1-PB39,,41,A MECH-01567-05A0,1,BUY,,7,1.25,1,8.75,Bin,1,191,100,4,0.5235602094240838,,,,,,,,,
,ASY-03727-27;A0,8,12,C41-B1-PB41,,42,A LBL-00990-02;A1,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C41-B1-PB41,,42,A LBL-00991-03;A0,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C41-B1-PB41,,42,A LBL-00992-04;A0,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C41-B1-PB41,,43,A LBL-00961-02;A1,1,BUY,,18,1,0.1,1.8,Bin,1,928,100,4,0.10775862068965517,,,,,,,,,
,ASY-03727-27;A0,8,12,C41-B1-PB41,,44,A LBL-00918-07;A1,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C41-B1-PB41,,44,A LBL-00960-02;A0,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C42-B1-PB42,,44,A LBL-01010-01,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C42-B1-PB42,,44,A LBL-01322-01;A0,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C42-B1-PB42,,45,A LBL-01363-01;A0,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C42-B1-PB42,,45,A LBL-01364-01;A0,1,BUY,,18,0.5,0.1,0.9,Bin,1,1856,100,4,0.05387931034482758,,,,,,,,,
,ASY-03727-27;A0,8,12,C42-B1-PB42,,46,A LBL-01002-02;A0,2,BUY,,4,3,0.1,1.2000000000000002,Bin,1,1392,200,4,0.14367816091954022,,,,,,,,,
,ASY-03727-27;A0,8,12,C42-B1-PB42,,48,A LBL-01268-01;B0,1,BUY,,30,5,0.1,15,Bin,1,112,73,2.92,0.6517857142857143,,,,,,,,,
,ASY-03727-27;A0,8,12,,,47,A LBL-01269-01;B0,1,BUY,,30,20,0.1,60,Bin,1,28,19,0.76,0.6785714285714286,,,,,,,,,
